ID,Gene_name
X7908766, TIMM17A 
X7908775,
X7908777,
X7908779, RNPEP 
X7908793, ELF3 
X7908812, GPR37L1 
X7908816, LGR6 
X7908839,
X7908841, PPP1R12B 
X7908861, OCR1 
X7908863, LOC641515 
X7908867, TMEM183B 
X7908879, PPFIA4 
X7908907, ADORA1 
X7908917, BTG2 
X7908924, PRELP 
X7908931, OPTC 
X7908940, ATP2B4 
X7908966, LINC00260 
X7908968, LAX1 
X7908978, ZC3H11A 
X7908988, SNRPE 
X7908993, SOX13 
X7909011, MDM4 
X7909027, NFASC 
X7909064, CNTN2 
X7909088, TMCC2 
X7909102, SNRPGP10 
X7909104, CDK18 
X7909125, RNU2-19P 
X7909127, MFSD4 
X7909140, RNU6-418P 
X7909142, NUCKS1 
X7909144, LOC284581 
X7909146, FAM72B 
X7909155, AVPR1B 
X7909164, CTSE 
X7909175, SRGAP2 
X7909188, IKBKE 
X7909214, RASSF5 
X7909225, DYRK3 
X7909236, MAPKAPK2 
X7909250, IL19 
X7909261, IL20 
X7909271, IL24 
X7909283,
X7909285, PFKFB2 
X7909306, C4BPB 
X7909318, C4BPA 
X7909332, CD55 
X7909350, CR2 
X7909371, CR1 
X7909390, CR1L 
X7909400, CD46 
X7909418, LOC148696 
X7909422, MIR205 
X7909425, CAMK1G 
X7909441, G0S2 
X7909446, HSD11B1 
X7909455, TRAF3IP3 
X7909478, DIEXF 
X7909494, SYT14 
X7909503, SERTAD4 
X7909510, HHAT 
X7909525,
X7909527,
X7909529, RCOR3 
X7909545, TRAF5 
X7909561, LINC00467 
X7909568, DTL 
X7909586, PPP2R5A 
X7909601, SNORA16B 
X7909603, NENF 
X7909610, ATF3 
X7909624, FAM71A 
X7909626, RNU6-423P 
X7909628, FLVCR1 
X7909642, VASH2 
X7909661, RPS6KC1 
X7909681, PROX1 
X7909689, SMYD2 
X7909708, CENPF 
X7909730, KCNK2 
X7909745, KCTD3 
X7909768, SPATA17 
X7909780, RNU1-141P 
X7909782, RRP15 
X7909789, TGFB2 
X7909801, LYPLAL1 
X7909811, RNA5SP76 
X7909813,
X7909815, IARS2 
X7909839,
X7909841, MARK1 
X7909862, C1orf115 
X7909866, MARC2 
X7909877, MARC1 
X7909888, RNU6ATAC35P 
X7909890, HLX 
X7909896,
X7909898, MIA3 
X7909931, BROX 
X7909946, FAM177B 
X7909954, DISP1 
X7909965, CCDC185 
X7909967, CAPN2 
X7909990, LOC100287497 
X7909992, FBXO28 
X7909999,
X7910001, DEGS1 
X7910010, RNU6-1008P 
X7910012,
X7910014, CNIH4 
X7910022, CNIH3 
X7910030, DNAH14 
X7910047, DNAH14 
X7910054, DNAH14 
X7910096,
X7910099, SRP9 
X7910111, EPHX1 
X7910124, H3F3A 
X7910134, MIXL1 
X7910138,
X7910140, RN7SKP165 
X7910142, C1orf95 
X7910146, PSEN2 
X7910164, ADCK3 
X7910184, BTF3P9 
X7910186,
X7910188, RNA5SP77 
X7910190, ZNF678 
X7910198, ZNF678 
X7910200, SNAP47 
X7910211, PRSS38 
X7910217, WNT3A 
X7910229, ARF1 
X7910241, GUK1 
X7910257, GJC2 
X7910261, IBA57 
X7910265, OBSCN 
X7910369, HIST3H2BB 
X7910372, RNF187 
X7910377, RNA5SP19 
X7910379, DUSP5P1 
X7910381, DUSP5P1 
X7910383,
X7910385, FTH1P2 
X7910387, RHOU 
X7910396, TMEM78 
X7910398, RAB4A 
X7910414, RNA5SP78 
X7910416, URB2 
X7910427, GALNT2 
X7910446, COG2 
X7910466, CAPN9 
X7910490, RNA5SP79 
X7910492, RN7SL837P 
X7910494, ARV1 
X7910503, TRIM67 
X7910520, GNPAT 
X7910539, SPRTN 
X7910550, TSNAX 
X7910559, DISC1 
X7910583, RNU5A-5P 
X7910585, RN7SL299P 
X7910587, RNU6-1211P 
X7910589, MAP10 
X7910591, NTPCR 
X7910600, KIAA1804 
X7910611, KCNK1 
X7910618, SLC35F3 
X7910630, COA6 
X7910634,
X7910636, RNY4P16 
X7910638, RN7SL668P 
X7910640, GGPS1 
X7910651, TBCE 
X7910672,
X7910674, RNU6-968P 
X7910676,
X7910680, GPR137B 
X7910692, RNU2-70P 
X7910694, EDARADD 
X7910706, LGALS8 
X7910727, ACTN2 
X7910752, MTR 
X7910790, RPL35P1 
X7910792, RYR2 
X7910897, RN7SKP195 
X7910899,
X7910901, LOC100130331 
X7910903,
X7910905,
X7910907,
X7910909,
X7910911,
X7910913, KRT18P32 
X7910915, CHRM3 
X7910923, FMN2 
X7910944,
X7910946, RNU5F-8P 
X7910948,
X7910950, KMO 
X7910971, WDR64 
X7910997, EXO1 
X7911017, SDCCAG8 
X7911038, ZBTB18 
X7911045, LOC440742 
X7911047, RN7SL148P 
X7911049, C1orf100 
X7911056, C1orf101 
X7911078, DESI2 
X7911085, COX20 
X7911092, RN7SKP55 
X7911094, RNU6-947P 
X7911096, EFCAB2 
X7911108, RNU6-1089P 
X7911110, RNU6-999P 
X7911112, EFCAB2 
X7911114, KIF26B 
X7911136,
X7911138, CNST 
X7911155, SCCPDH 
X7911170, LINC01341 
X7911174, VN1R5 
X7911176,
X7911178, NLRP3 
X7911197, OR2W5 
X7911199, GCSAML 
X7911207, OR2G2 
X7911209, OR2G3 
X7911211, OR14L1P 
X7911213, OR14K1 
X7911215, OR9H1P 
X7911218, OR2W3 
X7911229, OR2W3 
X7911231, OR2W3 
X7911233, OR2T8 
X7911235, OR2AJ1 
X7911237, OR2L13 
X7911241, OR2L8 
X7911243, OR2AK2 
X7911248, OR2L5 
X7911252, OR2L2 
X7911258, OR2L3 
X7911260, OR2M7 
X7911263, OR2M5 
X7911265, OR2M2 
X7911267, OR2M3 
X7911269, OR2M4 
X7911271, OR14C36 
X7911273, OR2T4 
X7911276, OR2T6 
X7911278, OR2T1 
X7911281, OR2T35 
X7911283, OR2T34 
X7911285, OR2T29 
X7911287, OR2G6 
X7911289, ZNF672 
X7911301, PGBD2 
X7911307, LOC102723981 
X7911309, WASH1 
X7911323, FAM138A 
X7911329, LOC728323 
X7911331, RNU6-447P 
X7911333, RPL23AP7 
X7911335, MT-TQ 
X7911337, MT-TA 
X7911339, MT-TN 
X7911341, MT-TY 
X7911343, MT-TS1 
X7911345, OR4F29 
X7911347, LOC728323 
X7911349, RNU6-1199P 
X7911351, LINC00115 
X7911355,
X7911359, NOC2L 
X7911371, PERM1 
X7911376, HES4 
X7911383, C1orf159 
X7911403, TNFRSF18 
X7911413, TNFRSF4 
X7911422, SDF4 
X7911435, FAM132A 
X7911444, UBE2J2 
X7911458, ACAP3 
X7911486, CPSF3L 
X7911506, DVL1 
X7911529, MXRA8 
X7911532, AURKAIP1 
X7911539, CCNL2 
X7911559, MRPL20 
X7911566, MRPL20 
X7911568, SSU72 
X7911578, CDK11A 
X7911591, SLC35E2B 
X7911600, NADK 
X7911619, GNB1 
X7911634, TMEM52 
X7911643, KIAA1751 
X7911657, LOC728690 
X7911659, KIAA1751 
X7911676,
X7911681, LOC100506504 
X7911683, C1orf86 
X7911699,
X7911701, MORN1 
X7911718, LOC100129534 
X7911720, PEX10 
X7911730, PANK4 
X7911750, HES5 
X7911754, TNFRSF14 
X7911767, MMEL1 
X7911793, LINC00982 
X7911796, LINC00982 
X7911799, MEGF6 
X7911839, WRAP73 
X7911854, TP73-AS1 
X7911862, LRRC47 
X7911870, CEP104 
X7911897, C1orf174 
X7911902, NPHP4 
X7911941, CHD5 
X7911989, RPL22 
X7911993, ICMT 
X7912004, GPR153 
X7912012, ACOT7 
X7912031, HES2 
X7912040, TNFRSF25 
X7912056, PLEKHG5 
X7912086, NOL9 
X7912102, KLHL21 
X7912112, DNAJC11 
X7912133, LOC100129476 
X7912136, UTS2 
X7912145, TNFRSF9 
X7912155,
X7912157, ERRFI1 
X7912162, RNU1-7P 
X7912164, RNU6-991P 
X7912166, RERE 
X7912194,
X7912196,
X7912198, ENO1 
X7912207, RNU6-304P 
X7912209, RN7SL451P 
X7912211, SLC2A7 
X7912224, SLC2A5 
X7912239, GPR157 
X7912248, MIR34A 
X7912250, MIR34A 
X7912252, RNA5SP40 
X7912254, C1orf200 
X7912257, CLSTN1 
X7912280, LOC645010 
X7912283, CTNNBIP1 
X7912292, LZIC 
X7912303, DFFA 
X7912316, CASZ1 
X7912343, CASZ1 
X7912347, CASZ1 
X7912349, C1orf127 
X7912361, MASP2 
X7912374, SRM 
X7912385, EXOSC10 
X7912412, MTOR 
X7912473, FBXO2 
X7912481, MAD2L2 
X7912496, MTHFR 
X7912511, KIAA2013 
X7912515, NPPA 
X7912520, NPPB 
X7912525, RNU5E-4P 
X7912527,
X7912529, RN7SL649P 
X7912531, RNU6-777P 
X7912535,
X7912537, DHRS3 
X7912547, PRAMEF5 
X7912552, HNRNPCL1 
X7912555, PRAMEF4 
X7912561, PRAMEF10 
X7912567, PRAMEF4 
X7912575, PRAMEF4 
X7912580, HNRNPCL2 
X7912582, PRAMEF4 
X7912585, LOC391003 
X7912589, RNU6-1072P 
X7912591, PRAMEF8 
X7912595, PRAMEF14 
X7912601, LOC391003 
X7912606, PRAMEF8 
X7912610, PRAMEF14 
X7912617, LOC391003 
X7912622, LRRC38 
X7912625,
X7912627, RNU6-1265P 
X7912629, TMEM51-AS1 
X7912638, TMEM51-AS1 
X7912646, CASP9 
X7912659, AGMAT 
X7912670, UQCRHL 
X7912672, FLJ37453 
X7912675, ZBTB17 
X7912692, HSPB7 
X7912701, FAM131C 
X7912706, EPHA2 
X7912724, ARHGEF19 
X7912743, RSG1 
X7912750, FBXO42 
X7912762,
X7912764, SPATA21 
X7912784, CROCCP3 
X7912800, RNVU1-18 
X7912802, LOC440570 
X7912804, LOC101927806 
X7912806,
X7912808, NBPF8 
X7912839, CROCCP2 
X7912850, RNVU1-18 
X7912852, EIF1AX 
X7912854, ESPNP 
X7912861, FAM231A 
X7912863, MST1L 
X7912882,
X7912884, LOC102724970 
X7912887, MFAP2 
X7912898, ATP13A2 
X7912928, SDHB 
X7912937, PADI2 
X7912956, RCC2 
X7912968, TAS1R2 
X7912975, ALDH4A1 
X7912994, IFFO2 
X7913001, UBR4 
X7913110, EMC1 
X7913138, AKR7L 
X7913146, AKR7A3 
X7913154, LOC100506730 
X7913156, AKR7A2 
X7913169, CAPZB 
X7913185,
X7913187, TMCO4 
X7913206, RNF186 
X7913211, PLA2G2E 
X7913216, PLA2G2A 
X7913226, PLA2G2D 
X7913235, PLA2G2C 
X7913237, CAMK2N1 
X7913242, MUL1 
X7913249, PINK1-AS 
X7913252, PINK1-AS 
X7913256, DDOST 
X7913271, KIF17 
X7913290, SH2D5 
X7913300, HP1BP3 
X7913319, EIF4G3 
X7913357, ECE1 
X7913380, NBPF9 
X7913385, RAP1GAP 
X7913415, USP48 
X7913450, HSPG2 
X7913547, WNT4 
X7913556, LOC101060363 
X7913558, LUZP1 
X7913566, HTR1D 
X7913571, HNRNPR 
X7913582, ZNF436 
X7913593, TCEA3 
X7913609, ASAP3 
X7913642,
X7913644, E2F2 
X7913655, ID3 
X7913663,
X7913665,
X7913667, GALE 
X7913682, HMGCL 
X7913694, FUCA1 
X7913705, CNR2 
X7913712, SRSF10 
X7913727, MYOM3 
X7913768, IL22RA1 
X7913776, IFNLR1 
X7913787, STPG1 
X7913799,
X7913801,
X7913803, RNU6-1208P 
X7913805, RUNX3 
X7913814, SYF2 
X7913824, RSRP1 
X7913835, RHCE 
X7913850, LOC646471 
X7913852, AUNIP 
X7913858, PAQR7 
X7913864, STMN1 
X7913869, STMN1 
X7913883, PAFAH2 
X7913896, SLC30A2 
X7913907, TRIM63 
X7913918, UBXN11 
X7913938, AIM1L 
X7913965, ZNF683 
X7913972, RN7SL679P 
X7913976,
X7913978, GPN2 
X7913990, GPATCH3 
X7914000, NR0B2 
X7914003, KDF1 
X7914015, FAM46B 
X7914021, SLC9A1 
X7914038,
X7914040,
X7914042, MAP3K6 
X7914075, FCN3 
X7914084, CD164L2 
X7914094, WASF2 
X7914103, AHDC1 
X7914112, FGR 
X7914127, IFI6 
X7914137,
X7914139,
X7914141, RPA2 
X7914153, EYA3 
X7914178, RN7SL559P 
X7914180, SPCS2 
X7914182, RNU6-176P 
X7914184, PTAFR 
X7914194, DNAJC8 
X7914200,
X7914202, SNHG12 
X7914212, SNORA61 
X7914214, SNORA44 
X7914216, SNORA16A 
X7914218, TAF12 
X7914230,
X7914232, TMEM200B 
X7914235, SRSF4 
X7914245, MECR 
X7914260, MATN1 
X7914270, LAPTM5 
X7914282, SDC3 
X7914296, PUM1 
X7914322, SNORD103A 
X7914324, SNORD103A 
X7914326, NKAIN1 
X7914334, SNRNP40 
X7914342, FABP3 
X7914350, SERINC2 
X7914354, PEF1 
X7914361, COL16A1 
X7914433, BAI2 
X7914467, SPOCD1 
X7914489, PTP4A2 
X7914496,
X7914498,
X7914500, TMEM234 
X7914516, MTMR9LP 
X7914525, MARCKSL1 
X7914530, BSDC1 
X7914550, ZBTB8OS 
X7914555,
X7914557, SYNC 
X7914563, YARS 
X7914580, FNDC5 
X7914592, TMEM54 
X7914603, RNF19B 
X7914617, AK2 
X7914628,
X7914630, TRIM62 
X7914643, A3GALT2 
X7914648, PHC2 
X7914665, RN7SKP16 
X7914667, CSMD2 
X7914748,
X7914750, SMIM12 
X7914758, DLGAP3 
X7914764, ZMYM6 
X7914791, SFPQ 
X7914805, RN7SL503P 
X7914807,
X7914809, KIAA0319L 
X7914834, PSMB2 
X7914847, C1orf216 
X7914851, CLSPN 
X7914878, CLSPN 
X7914880, COL8A2 
X7914887, TRAPPC3 
X7914898, EVA1B 
X7914904, STK40 
X7914917, LSM10 
X7914921, RNU4-27P 
X7914923, OSCP1 
X7914938,
X7914940, MRPS15 
X7914950, CSF3R 
X7914974, GRIK3 
X7914992, RNA5SP43 
X7914994,
X7914996, MEAF6 
X7915008, SNIP1 
X7915015, GNL2 
X7915032, RSPO1 
X7915045, C1orf109 
X7915056, EPHA10 
X7915074,
X7915078, EPHA10 
X7915084, YRDC 
X7915091, MTF1 
X7915101, INPP5B 
X7915130, SF3A3 
X7915147, FHL3 
X7915156, POU3F1 
X7915160, RRAGC 
X7915170, MYCBP 
X7915178, GJA9 
X7915184, RHBDL2 
X7915198,
X7915200, RNU6-608P 
X7915202, RNA5SP44 
X7915204, PPIEL 
X7915207, PABPC4 
X7915227, SNORA55 
X7915229, HEYL 
X7915238, NT5C1A 
X7915245, HPCAL4 
X7915252, BMP8B 
X7915257, OXCT2 
X7915261, TRIT1 
X7915275,
X7915277, MYCL 
X7915284,
X7915286, PPT1 
X7915297, COL9A2 
X7915329,
X7915331,
X7915333, RIMS3 
X7915345, NFYC-AS1 
X7915347, CITED4 
X7915351, SLFNL1 
X7915363, SCMH1 
X7915385, EDN2 
X7915392, HIVEP3 
X7915404, GUCA2A 
X7915408, FOXJ3 
X7915425, ZMYND12 
X7915435, CLDN19 
X7915444, LEPRE1 
X7915466, LEPRE1 
X7915468, CCDC23 
X7915472, SLC2A1 
X7915485, EBNA1BP2 
X7915498, LOC100131756 
X7915500, C1orf210 
X7915504, ELOVL1 
X7915516, MED8 
X7915529, HYI 
X7915543, SLC6A9 
X7915561, RN7SL479P 
X7915563,
X7915565,
X7915567, ERI3 
X7915578, TMEM53 
X7915590, RNU5F-1 
X7915592, RNU5D-1 
X7915594, RPS15AP11 
X7915598, BEST4 
X7915609, TCTEX1D4 
X7915612, PTCH2 
X7915614, PTCH2 
X7915640, EIF2B3 
X7915657,
X7915659, HECTD3 
X7915682, ZSWIM5 
X7915695, MUTYH 
X7915718, TESK2 
X7915731,
X7915733, PRDX1 
X7915743, CCDC17 
X7915758, GPBP1L1 
X7915775, IPP 
X7915787, PIK3R3 
X7915801, POMGNT1 
X7915827, LRRC41 
X7915841, KNCN 
X7915846, MKNK1 
X7915861, MOB3C 
X7915870, ATPAF1 
X7915882, EFCAB14 
X7915896, CYP4Z2P 
X7915902, CYP4A11 
X7915910, PDZK1IP1 
X7915919, TAL1 
X7915926, STIL 
X7915949, TRABD2B 
X7915951, LOC100128922 
X7915955, SPATA6 
X7915971, AGBL4 
X7915982, BEND5 
X7915991, DMRTA2 
X7915995, FAF1 
X7916016,
X7916018,
X7916020,
X7916022,
X7916024, TTC39A 
X7916045, EPS15 
X7916075, RNU6-1281P 
X7916077, NRD1 
X7916112, RAB3B 
X7916120, TXNDC12 
X7916130, KTI12 
X7916135, CC2D1B 
X7916167, ORC1 
X7916185, ZCCHC11 
X7916219, COA7 
X7916225,
X7916227, RNU6-969P 
X7916229, ECHDC2 
X7916246,
X7916248, SLC1A7 
X7916262, C1orf123 
X7916274, MAGOH 
X7916282, LRP8 
X7916304, GLIS1 
X7916316, NDC1 
X7916341,
X7916343, YIPF1 
X7916356, HSPB11 
X7916364, LDLRAD1 
X7916372, TMEM59 
X7916384, CDCP2 
X7916393, CYB5RL 
X7916403, SSBP3 
X7916412, FAM151A 
X7916422, PARS2 
X7916425, TTC22 
X7916432, DHCR24 
X7916443, USP24 
X7916487,
X7916489, RN7SKP291 
X7916491,
X7916493, PPAP2B 
X7916506, C1orf168 
X7916526, C8B 
X7916541, DAB1 
X7916562, HNRNPA1 
X7916564, RPS26P15 
X7916566, DAB1 
X7916568, DAB1 
X7916570, OMA1 
X7916582, RN7SL713P 
X7916584, TACSTD2 
X7916590, AK2 
X7916592, MYSM1 
X7916609, JUN 
X7916616, CYP2J2 
X7916627, RN7SL475P 
X7916629, C1orf87 
X7916643, TM2D1 
X7916654, KANK4 
X7916667, RNU6-371P 
X7916669, DOCK7 
X7916725, RNA5SP49 
X7916727, ITGB3BP 
X7916741, CFL1P3 
X7916743, RNU6-809P 
X7916745,
X7916747, JAK1 
X7916775, SLC2A3P2 
X7916777, MIR101-1 
X7916781, RN7SL854P 
X7916783, RNU4-88P 
X7916785, INSL5 
X7916789, WDR78 
X7916808, SLC35D1 
X7916822, C1orf141 
X7916832,
X7916834, RNU4ATAC4P 
X7916836, SERBP1 
X7916841, RN7SL392P 
X7916843, GNG12 
X7916851,
X7916853, DIRAS3 
X7916862, WLS 
X7916880, RPS7P4 
X7916882, RPE65 
X7916898, DEPDC1 
X7916910, LRRC40 
X7916926, RN7SL242P 
X7916928, ANKRD13C 
X7916944, PTGER3 
X7916969, ZRANB2 
X7916984, MIR186 
X7916986, NEGR1 
X7916998, RNU6-1246P 
X7917000, RN7SKP19 
X7917002, RNA5SP50 
X7917004, LRRIQ3 
X7917008, LRRIQ3 
X7917015, LRRC53 
X7917019, ERICH3 
X7917037, CRYZ 
X7917050,
X7917052, SLC44A5 
X7917080,
X7917082, ASB17 
X7917088, PIGK 
X7917103, ZZZ3 
X7917120, USP33 
X7917148, AIDA 
X7917151, NEXN-AS1 
X7917156, FUBP1 
X7917180, RNA5SP22 
X7917182, ELTD1 
X7917199, TTLL7 
X7917232, GNG5 
X7917240, CTBS 
X7917251, C1orf180 
X7917255, SSX2IP 
X7917276, LPAR3 
X7917283, MCOLN2 
X7917304, MCOLN3 
X7917322, SYDE2 
X7917331, C1orf52 
X7917338, BCL10 
X7917347, DDAH1 
X7917357,
X7917359, ZNHIT6 
X7917370, COL24A1 
X7917431, RNA5SP51 
X7917433, ODF2L 
X7917455, SEP15 
X7917466,
X7917468, RNA5SP52 
X7917470, RN7SL583P 
X7917472, GTF2B 
X7917482, CCBL2 
X7917503, GBP3 
X7917514, GBP3 
X7917516, GBP1 
X7917528, PTGES3P1 
X7917530, GBP2 
X7917532, GBP2 
X7917548, GBP7 
X7917561, GBP4 
X7917576, GBP5 
X7917591,
X7917593, GEMIN8P4 
X7917597, RNU6-695P 
X7917599, BARHL2 
X7917604, ZNF644 
X7917612, HFM1 
X7917634, HFM1 
X7917645, RNA28S5 
X7917647,
X7917649, TGFBR3 
X7917670, RN7SL653P 
X7917672,
X7917674, SET 
X7917676, GLMN 
X7917695, RN7SL824P 
X7917697, GFI1 
X7917707, EVI5 
X7917726, RNU4-59P 
X7917728, FAM69A 
X7917735, RNU6-970P 
X7917737, RN7SL692P 
X7917739,
X7917741, TMED5 
X7917752, RNA5SP53 
X7917754, BCAR3 
X7917771, DNTTIP2 
X7917779, GCLM 
X7917790,
X7917792,
X7917794,
X7917798, ABCA4 
X7917850, ARHGAP29 
X7917875, F3 
X7917885, CNN3 
X7917896, ALG14 
X7917902,
X7917904, NDUFS5P2 
X7917906, RPL7 
X7917910, RN7SKP270 
X7917912, DPYD 
X7917942, MIR2682 
X7917944, MIR137 
X7917946, LPPR5 
X7917954, FRRS1 
X7917972, RNU4-75P 
X7917974, RNU6-1318P 
X7917976, SASS6 
X7917996, LRRC39 
X7918008, DBT 
X7918026, EXTL2 
X7918034, DPH5 
X7918048,
X7918050, RPSA 
X7918052, OLFM3 
X7918064, COL11A1 
X7918134, AMY2A 
X7918149,
X7918151,
X7918153,
X7918157, VAV3 
X7918188, SLC25A24 
X7918203, NBPF6 
X7918223, HENMT1 
X7918235, AKNAD1 
X7918255, CLCC1 
X7918275, WDR47 
X7918284, TAF13 
X7918294, C1orf194 
X7918300, PSRC1 
X7918313, MYBPHL 
X7918323, SORT1 
X7918345, PSMA5 
X7918359, AMIGO1 
X7918365, RNU6V 
X7918367, GNAT2 
X7918379, GSTM3 
X7918394, EPS8L3 
X7918416, ALX3 
X7918424,
X7918426, SLC16A4 
X7918437, LAMTOR5 
X7918444, KCNA10 
X7918449, KCNA2 
X7918457, KCNA3 
X7918465,
X7918467, LRIF1 
X7918474, DRAM2 
X7918487, DENND2D 
X7918504, OVGP1 
X7918517, WDR77 
X7918533, ADORA3 
X7918548, RNU6-792P 
X7918550, RNU6-151P 
X7918552, FAM212B 
X7918558, KCND3 
X7918569, ST7L 
X7918593, RHOC 
X7918606, PPM1J 
X7918620, LINC01356 
X7918622, SLC16A1 
X7918634, PHTF1 
X7918657, PTPN22 
X7918681, RSBN1 
X7918694, BCL2L15 
X7918703, AP4B1 
X7918716, SYT6 
X7918725, TRIM33 
X7918747,
X7918749,
X7918751,
X7918753,
X7918755,
X7918757,
X7918759, BCAS2 
X7918768, DENND2C 
X7918792, DENND2C 
X7918794, AMPD1 
X7918811, RN7SL432P 
X7918813, NRAS 
X7918825, CSDE1 
X7918847, SIKE1 
X7918857, TSPAN2 
X7918869, NGF 
X7918876,
X7918878, CASQ2 
X7918891, NHLH2 
X7918898,
X7918900, RNU6-817P 
X7918902, CD58 
X7918911, NAP1L4P1 
X7918913, IGSF3 
X7918923, RNA5SP55 
X7918925, TRIM45 
X7918936, VTCN1 
X7918951,
X7918953,
X7918955, GDAP2 
X7918973, SPAG17 
X7919024, RNA5SP56 
X7919026,
X7919028, TBX15 
X7919038, WARS2 
X7919047, RNU1-75P 
X7919049, GAPDHP27 
X7919051, ZNF697 
X7919055, HMGCS2 
X7919067, REG4 
X7919080, NBPF7 
X7919088, ADAM30 
X7919095, NOTCH2 
X7919129,
X7919131,
X7919133, FCGR1A 
X7919139, ANKRD20A12P 
X7919146, ANKRD20A12P 
X7919151, RNVU1-10 
X7919153, RNVU1-2 
X7919155, RNU1-13P 
X7919157, PPIAL4G 
X7919160, RNVU1-4 
X7919162, PPIAL4B 
X7919166, RNVU1-4 
X7919168, PDE4DIP 
X7919193, NUDT4 
X7919195, RNU6-1071P 
X7919197, POLR3GL 
X7919208, GNRHR2 
X7919217, NUDT17 
X7919226, POLR3C 
X7919243, CD160 
X7919251, GPR89A 
X7919267, RNU1-129P 
X7919269, RNVU1-18 
X7919271, NBPF8 
X7919299, LOC100130236 
X7919301, LOC100130236 
X7919303, RNVU1-8 
X7919305, PRKAB2 
X7919314, FMO5 
X7919324,
X7919326, ACP6 
X7919340, GJA5 
X7919347, RNU1-129P 
X7919349, RNVU1-18 
X7919351, NBPF8 
X7919380, LOC100130236 
X7919382,
X7919384,
X7919386,
X7919388,
X7919390, RNU1-122P 
X7919392, RNVU1-10 
X7919394, LINC01138 
X7919403, RNVU1-2 
X7919405, RNU1-13P 
X7919407, PPIAL4B 
X7919412, NBPF8 
X7919436, PPIAL4G 
X7919438, NBPF9 
X7919556, RNVU1-15 
X7919560, RNVU1-15 
X7919562, RNA5SP100 
X7919564,
X7919566,
X7919568,
X7919570, RNVU1-17 
X7919572,
X7919574, RNU1-92P 
X7919576, RNVU1-18 
X7919578,
X7919580, RNU1-143P 
X7919582,
X7919584, HIST2H2BF 
X7919589, HIST2H3A 
X7919591, FAM72B 
X7919594, RNVU1-19 
X7919596, RNU1-143P 
X7919598,
X7919600,
X7919602,
X7919604, FCGR1B 
X7919606, HIST2H2BF 
X7919612, HIST2H3A 
X7919614, HIST2H3A 
X7919619, HIST2H2AA4 
X7919625, HIST2H2BC 
X7919627, HIST1H4I 
X7919637, HIST2H2BE 
X7919642, HIST2H2AB 
X7919645, SV2A 
X7919659, SF3B4 
X7919669, MTMR11 
X7919699, OTUD7B 
X7919715, ANP32E 
X7919729, APH1A 
X7919743, ADAMTSL4-AS1 
X7919747, RN7SL473P 
X7919749, RN7SL600P 
X7919751, MCL1 
X7919761,
X7919763, ENSA 
X7919776,
X7919778,
X7919780, GOLPH3L 
X7919787, HORMAD1 
X7919800, CTSS 
X7919815, CTSK 
X7919825, ARNT 
X7919852, RNU6-1309P 
X7919854,
X7919856, CERS2 
X7919872, FAM63A 
X7919886, RNU6-884P 
X7919888, CDC42SE1 
X7919898, SEMA6C 
X7919923, LYSMD1 
X7919929, TMOD4 
X7919940, VPS72 
X7919950, PI4KB 
X7919969, RN7SL444P 
X7919971, RFX5 
X7919984, SELENBP1 
X7920000, POGZ 
X7920025,
X7920027, CELF3 
X7920045, RNU6-662P 
X7920047, MRPL9 
X7920057, TDRKH 
X7920077, LINGO4 
X7920082, RORC 
X7920100, THEM5 
X7920114, THEM4 
X7920123, S100A10 
X7920128, S100A11 
X7920135, TCHHL1 
X7920141, TCHH 
X7920146, RPTN 
X7920155, HRNR 
X7920165, FLG 
X7920175, FLG2 
X7920178, CRNN 
X7920182, LCE3E 
X7920185, LCE3D 
X7920191, LCE3A 
X7920193, LCE1C 
X7920196, SPRR2D 
X7920201,
X7920205, SPRR2A 
X7920210, SPRR2B 
X7920214, SPRR2E 
X7920217, SPRR2G 
X7920220, PGLYRP3 
X7920228, PGLYRP4 
X7920238, S100A12 
X7920244, S100A8 
X7920249, S100A7L2 
X7920252, S100A7 
X7920256, RN7SL44P 
X7920258, S100A6 
X7920264, S100A5 
X7920271, S100A4 
X7920278, S100A3 
X7920285, S100A2 
X7920291, S100A16 
X7920297, S100A14 
X7920303, S100A13 
X7920317, ILF2 
X7920333,
X7920335,
X7920337, INTS3 
X7920341, GATAD2B 
X7920354, DENND4B 
X7920382, CRTC2 
X7920401, SLC39A1 
X7920409, JTB 
X7920422, RAB13 
X7920426, NUP210L 
X7920468,
X7920470, RNU6-179P 
X7920472, TPM3 
X7920487, C1orf189 
X7920492, C1orf43 
X7920506, SHE 
X7920515, UBE2Q1 
X7920531, ADAR 
X7920552, KCNN3 
X7920567, PMVK 
X7920575, PBXIP1 
X7920594, PYGO2 
X7920600, SHC1 
X7920616, DCST2 
X7920633, DPM3 
X7920642, MUC1 
X7920659, KRTCAP2 
X7920664, THBS3 
X7920687, GBAP1 
X7920697, GBA 
X7920707, FAM189B 
X7920725, SCAMP3 
X7920737, CLK2 
X7920744, PKLR 
X7920757, RUSC1-AS1 
X7920766, ASH1L 
X7920795, RNU6-106P 
X7920799, YY1AP1 
X7920810, GON4L 
X7920839, RIT1 
X7920852, KIAA0907 
X7920873, SNORA80E 
X7920875, SCARNA4 
X7920877, ARHGEF2 
X7920903, SSR2 
X7920912, UBQLN4 
X7920928, PAQR6 
X7920944, SMG5 
X7920971, C1orf85 
X7920980, VHLL 
X7920984, CCT3 
X7921003, C1orf61 
X7921012, MIR9-1 
